STT,CMND,DOTTHI,MADOTTHI,NGAYTHI,NAMTHI,MAMONTHI,TENMONTHI,DIEM,THANGDIEM,MADVTCTDL,TENDVTCTDL
18135,TS_7604,4,256,29/06/2025,2025,VA_VS,Ngữ văn - VSAT,117,150,DMS,Trường Đại học Tài chính - Marketing
18136,TS_7604,4,256,29/06/2025,2025,N1_VS,Tiếng Anh - VSAT,94,150,DMS,Trường Đại học Tài chính - Marketing
18137,TS_7604,4,25-4,07/06/2025,2025,TO_VS,Toán - VSAT,"74,5",150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
18138,TS_7604,4,25-4,07/06/2025,2025,VA_VS,Ngữ văn - VSAT,121,150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
18139,TS_7604,3,25-3,17/05/2025,2025,VA_VS,Ngữ văn - VSAT,"105,5",150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
18140,TS_7604,3,25-3,17/05/2025,2025,TO_VS,Toán - VSAT,59,150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
18141,TS_7604,4,25-4,07/06/2025,2025,N1_VS,Tiếng Anh - VSAT,"81,5",150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
18142,TS_7604,3,25-3,17/05/2025,2025,N1_VS,Tiếng Anh - VSAT,80,150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
18173,TS_7621,4,CTU254,23/05/2025,2025,TO_VS,Toán - VSAT,"72,5",150,TCT,Trường Đại học Cần Thơ
18174,TS_7621,1,CTU251,22/03/2025,2025,HO_VS,Hóa học - VSAT,"62,5",150,TCT,Trường Đại học Cần Thơ
18175,TS_7621,1,CTU251,22/03/2025,2025,LI_VS,Vật lí - VSAT,42,150,TCT,Trường Đại học Cần Thơ
18176,TS_7621,1,CTU251,22/03/2025,2025,TO_VS,Toán - VSAT,"75,5",150,TCT,Trường Đại học Cần Thơ
18177,TS_7621,4,DOT4,05/07/2025,2025,HO_VS,Hóa học - VSAT,"75,5",150,SPD,Trường Đại học Đồng Tháp
18178,TS_7621,4,DOT4,05/07/2025,2025,LI_VS,Vật lí - VSAT,86,150,SPD,Trường Đại học Đồng Tháp
18179,TS_7621,4,DOT4,05/07/2025,2025,TO_VS,Toán - VSAT,92,150,SPD,Trường Đại học Đồng Tháp
18181,TS_7621,6,CTU256,17/07/2025,2025,VA_VS,Ngữ văn - VSAT,88,150,TCT,Trường Đại học Cần Thơ
18182,TS_7621,5,CTU255,06/06/2025,2025,HO_VS,Hóa học - VSAT,62,150,TCT,Trường Đại học Cần Thơ
18183,TS_7621,5,CTU255,06/06/2025,2025,LI_VS,Vật lí - VSAT,54,150,TCT,Trường Đại học Cần Thơ
18184,TS_7621,5,CTU255,06/06/2025,2025,TO_VS,Toán - VSAT,"70,5",150,TCT,Trường Đại học Cần Thơ
18185,TS_7621,4,CTU254,23/05/2025,2025,HO_VS,Hóa học - VSAT,62,150,TCT,Trường Đại học Cần Thơ
18186,TS_7621,4,CTU254,23/05/2025,2025,LI_VS,Vật lí - VSAT,"76,5",150,TCT,Trường Đại học Cần Thơ
18225,TS_7640,3,253,10/05/2025,2025,VA_VS,Ngữ văn - VSAT,"107,5",150,SGD,Trường Đại học Sài Gòn
18226,TS_7640,3,253,10/05/2025,2025,N1_VS,Tiếng Anh - VSAT,"59,5",150,SGD,Trường Đại học Sài Gòn
18227,TS_7640,3,253,10/05/2025,2025,TO_VS,Toán - VSAT,58,150,SGD,Trường Đại học Sài Gòn
18233,TS_7645,3,HUBSA253,18/05/2025,2025,M1,Toán,87,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18234,TS_7645,3,HUBSA253,18/05/2025,2025,M3,Hoá,"68,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18235,TS_7645,3,HUBSA253,18/05/2025,2025,M2,Vật lý,"98,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18254,TS_7653,6,CTU256,17/07/2025,2025,N1_VS,Tiếng Anh - VSAT,"121,5",150,TCT,Trường Đại học Cần Thơ
18255,TS_7653,6,CTU256,17/07/2025,2025,VA_VS,Ngữ văn - VSAT,"98,5",150,TCT,Trường Đại học Cần Thơ
18256,TS_7653,6,CTU256,17/07/2025,2025,TO_VS,Toán - VSAT,"120,5",150,TCT,Trường Đại học Cần Thơ
18266,TS_7658,3,253,10/05/2025,2025,VA_VS,Ngữ văn - VSAT,103,150,SGD,Trường Đại học Sài Gòn
18268,TS_7658,4,254,11/05/2025,2025,DI_VS,Địa lí - VSAT,126,150,SGD,Trường Đại học Sài Gòn
18269,TS_7658,4,254,11/05/2025,2025,SU_VS,Lịch sử - VSAT,112,150,SGD,Trường Đại học Sài Gòn
18275,TS_7660,4,25-4,07/06/2025,2025,TO_VS,Toán - VSAT,"119,5",150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
18276,TS_7660,4,25-4,07/06/2025,2025,LI_VS,Vật lí - VSAT,"99,5",150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
18277,TS_7660,4,25-4,07/06/2025,2025,N1_VS,Tiếng Anh - VSAT,117,150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
18286,TS_7665,6,CTU256,17/07/2025,2025,TO_VS,Toán - VSAT,106,150,TCT,Trường Đại học Cần Thơ
18287,TS_7665,6,CTU256,17/07/2025,2025,LI_VS,Vật lí - VSAT,85,150,TCT,Trường Đại học Cần Thơ
18288,TS_7665,6,CTU256,17/07/2025,2025,HO_VS,Hóa học - VSAT,"80,5",150,TCT,Trường Đại học Cần Thơ
18317,TS_7682,3,253,10/05/2025,2025,TO_VS,Toán - VSAT,86,150,SGD,Trường Đại học Sài Gòn
18318,TS_7682,3,253,10/05/2025,2025,VA_VS,Ngữ văn - VSAT,"118,5",150,SGD,Trường Đại học Sài Gòn
18319,TS_7682,3,253,10/05/2025,2025,HO_VS,Hóa học - VSAT,"64,5",150,SGD,Trường Đại học Sài Gòn
18322,TS_7682,4,257,30/06/2025,2025,LI_VS,Vật lí - VSAT,109,150,DMS,Trường Đại học Tài chính - Marketing
18323,TS_7682,4,257,30/06/2025,2025,TO_VS,Toán - VSAT,"87,5",150,DMS,Trường Đại học Tài chính - Marketing
18324,TS_7682,4,257,30/06/2025,2025,HO_VS,Hóa học - VSAT,85,150,DMS,Trường Đại học Tài chính - Marketing
18325,TS_7682,3,253,10/05/2025,2025,LI_VS,Vật lí - VSAT,"81,5",150,SGD,Trường Đại học Sài Gòn
18331,TS_7686,1,VLU251,08/07/2025,2025,N1_VS,Tiếng Anh - VSAT,"88,5",150,dvl,Trường Đại học Văn Lang
18332,TS_7686,5,HUBSA255,29/06/2025,2025,M2,Vật lý,79,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18333,TS_7686,1,VLU251,08/07/2025,2025,LI_VS,Vật lí - VSAT,112,150,dvl,Trường Đại học Văn Lang
18334,TS_7686,5,HUBSA255,29/06/2025,2025,M8,Tiếng Anh,73,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18335,TS_7686,1,VLU251,08/07/2025,2025,TO_VS,Toán - VSAT,"92,5",150,dvl,Trường Đại học Văn Lang
18336,TS_7686,5,HUBSA255,29/06/2025,2025,M1,Toán,87,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18349,TS_7692,4,257,30/06/2025,2025,SU_VS,Lịch sử - VSAT,101,150,DMS,Trường Đại học Tài chính - Marketing
18350,TS_7692,4,257,30/06/2025,2025,N1_VS,Tiếng Anh - VSAT,"77,5",150,DMS,Trường Đại học Tài chính - Marketing
18351,TS_7692,4,257,30/06/2025,2025,TO_VS,Toán - VSAT,"84,5",150,DMS,Trường Đại học Tài chính - Marketing
18379,TS_7709,5,HUBSA255,29/06/2025,2025,M1,Toán,87,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18380,TS_7709,5,HUBSA255,29/06/2025,2025,M8,Tiếng Anh,49,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18381,TS_7709,5,HUBSA255,29/06/2025,2025,M7,Địa lý,52,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18382,TS_7709,4,256,29/06/2025,2025,TO_VS,Toán - VSAT,"94,5",150,DMS,Trường Đại học Tài chính - Marketing
18383,TS_7709,4,256,29/06/2025,2025,VA_VS,Ngữ văn - VSAT,100,150,DMS,Trường Đại học Tài chính - Marketing
18384,TS_7709,4,256,29/06/2025,2025,N1_VS,Tiếng Anh - VSAT,"50,5",150,DMS,Trường Đại học Tài chính - Marketing
18385,TS_7710,3,CTU253,26/04/2025,2025,N1_VS,Tiếng Anh - VSAT,84,150,TCT,Trường Đại học Cần Thơ
18387,TS_7710,3,CTU253,26/04/2025,2025,TO_VS,Toán - VSAT,"84,5",150,TCT,Trường Đại học Cần Thơ
18388,TS_7710,3,CTU253,26/04/2025,2025,VA_VS,Ngữ văn - VSAT,"114,5",150,TCT,Trường Đại học Cần Thơ
18404,TS_7721,6,CTU256,17/07/2025,2025,LI_VS,Vật lí - VSAT,93,150,TCT,Trường Đại học Cần Thơ
18405,TS_7721,6,CTU256,17/07/2025,2025,TO_VS,Toán - VSAT,"96,5",150,TCT,Trường Đại học Cần Thơ
18406,TS_7721,6,CTU256,17/07/2025,2025,HO_VS,Hóa học - VSAT,"67,5",150,TCT,Trường Đại học Cần Thơ
18424,TS_7730,6,CTU256,17/07/2025,2025,VA_VS,Ngữ văn - VSAT,"83,5",150,TCT,Trường Đại học Cần Thơ
18425,TS_7730,6,CTU256,17/07/2025,2025,SU_VS,Lịch sử - VSAT,90,150,TCT,Trường Đại học Cần Thơ
18426,TS_7730,6,CTU256,17/07/2025,2025,DI_VS,Địa lí _ VSAT,80,150,TCT,Trường Đại học Cần Thơ
18427,TS_7731,1,251,06/04/2025,2025,VA_VS,Ngữ văn - VSAT,"121,5",150,SGD,Trường Đại học Sài Gòn
18428,TS_7731,1,251,06/04/2025,2025,TO_VS,Toán - VSAT,74,150,SGD,Trường Đại học Sài Gòn
18429,TS_7731,1,251,06/04/2025,2025,N1_VS,Tiếng Anh - VSAT,129,150,SGD,Trường Đại học Sài Gòn
18438,TS_7736,6,CTU256,17/07/2025,2025,N1_VS,Tiếng Anh - VSAT,89,150,TCT,Trường Đại học Cần Thơ
18439,TS_7736,6,CTU256,17/07/2025,2025,TO_VS,Toán - VSAT,126,150,TCT,Trường Đại học Cần Thơ
18440,TS_7736,6,CTU256,17/07/2025,2025,LI_VS,Vật lí - VSAT,132,150,TCT,Trường Đại học Cần Thơ
18457,TS_7743,5,HUBSA255,29/06/2025,2025,M1,Toán,83,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18458,TS_7743,5,HUBSA255,29/06/2025,2025,M8,Tiếng Anh,95,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18459,TS_7743,5,HUBSA255,29/06/2025,2025,M4,Sinh,59,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18460,TS_7743,4,25-4,07/06/2025,2025,TO_VS,Toán - VSAT,"87,5",150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
18461,TS_7743,4,25-4,07/06/2025,2025,VA_VS,Ngữ văn - VSAT,118,150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
18462,TS_7743,4,25-4,07/06/2025,2025,N1_VS,Tiếng Anh - VSAT,114,150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
18576,TS_7806,1,VLU251,08/07/2025,2025,N1_VS,Tiếng Anh - VSAT,"104,5",150,dvl,Trường Đại học Văn Lang
18577,TS_7806,1,VLU251,08/07/2025,2025,TO_VS,Toán - VSAT,106,150,dvl,Trường Đại học Văn Lang
18578,TS_7806,1,VLU251,08/07/2025,2025,SU_VS,Lịch sử - VSAT,"105,5",150,dvl,Trường Đại học Văn Lang
18579,TS_7806,1,VLU251,08/07/2025,2025,DI_VS,Địa lí - VSAT,"53,5",150,dvl,Trường Đại học Văn Lang
18580,TS_7806,1,VLU251,08/07/2025,2025,VA_VS,Ngữ văn - VSAT,"119,5",150,dvl,Trường Đại học Văn Lang
18583,TS_7808,1,HUBSA251,23/03/2025,2025,M8,Tiếng Anh,64,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18584,TS_7808,1,HUBSA251,23/03/2025,2025,M1,Toán,96,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18585,TS_7808,1,HUBSA251,23/03/2025,2025,M2,Vật lý,"71,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18641,TS_7842,5,HUBSA255,29/06/2025,2025,M1,Toán,"92,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18642,TS_7842,5,HUBSA255,29/06/2025,2025,M8,Tiếng Anh,91,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18643,TS_7842,5,HUBSA255,29/06/2025,2025,M2,Vật lý,"92,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18645,TS_7843,1,HUBSA251,23/03/2025,2025,M2,Vật lý,82,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18646,TS_7843,1,HUBSA251,23/03/2025,2025,M1,Toán,"114,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18647,TS_7843,1,HUBSA251,23/03/2025,2025,M8,Tiếng Anh,90,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18654,TS_7846,4,HUBSA254,01/06/2025,2025,M1,Toán,100,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18655,TS_7846,4,HUBSA254,01/06/2025,2025,M2,Vật lý,"74,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18656,TS_7846,4,HUBSA254,01/06/2025,2025,M8,Tiếng Anh,102,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18671,TS_7853,3,253,10/05/2025,2025,TO_VS,Toán - VSAT,65,150,SGD,Trường Đại học Sài Gòn
18672,TS_7853,3,253,10/05/2025,2025,N1_VS,Tiếng Anh - VSAT,"92,5",150,SGD,Trường Đại học Sài Gòn
18673,TS_7853,3,253,10/05/2025,2025,HO_VS,Hóa học - VSAT,59,150,SGD,Trường Đại học Sài Gòn
18674,TS_7853,3,253,10/05/2025,2025,VA_VS,Ngữ văn - VSAT,"113,5",150,SGD,Trường Đại học Sài Gòn
18691,TS_7860,6,CTU256,17/07/2025,2025,N1_VS,Tiếng Anh - VSAT,"72,5",150,TCT,Trường Đại học Cần Thơ
18692,TS_7860,6,CTU256,17/07/2025,2025,VA_VS,Ngữ văn - VSAT,117,150,TCT,Trường Đại học Cần Thơ
18693,TS_7860,6,CTU256,17/07/2025,2025,TO_VS,Toán - VSAT,"110,5",150,TCT,Trường Đại học Cần Thơ
18694,TS_7860,6,CTU256,17/07/2025,2025,LI_VS,Vật lí - VSAT,79,150,TCT,Trường Đại học Cần Thơ
18701,TS_7865,6,CTU256,17/07/2025,2025,DI_VS,Địa lí _ VSAT,113,150,TCT,Trường Đại học Cần Thơ
18702,TS_7865,6,CTU256,17/07/2025,2025,VA_VS,Ngữ văn - VSAT,119,150,TCT,Trường Đại học Cần Thơ
18703,TS_7865,6,CTU256,17/07/2025,2025,SU_VS,Lịch sử - VSAT,128,150,TCT,Trường Đại học Cần Thơ
18730,TS_7877,5,HUBSA255,29/06/2025,2025,M1,Toán,"117,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18731,TS_7877,5,HUBSA255,29/06/2025,2025,M7,Địa lý,"97,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18732,TS_7877,5,HUBSA255,29/06/2025,2025,M6,Lịch sử,"83,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
18758,TS_7892,3,CTU253,26/04/2025,2025,TO_VS,Toán - VSAT,"78,5",150,TCT,Trường Đại học Cần Thơ
18759,TS_7892,3,CTU253,26/04/2025,2025,VA_VS,Ngữ văn - VSAT,"95,5",150,TCT,Trường Đại học Cần Thơ
18760,TS_7892,4,CTU254,23/05/2025,2025,VA_VS,Ngữ văn - VSAT,110,150,TCT,Trường Đại học Cần Thơ
18761,TS_7892,4,CTU254,23/05/2025,2025,TO_VS,Toán - VSAT,"59,5",150,TCT,Trường Đại học Cần Thơ
18762,TS_7892,3,CTU253,26/04/2025,2025,LI_VS,Vật lí - VSAT,52,150,TCT,Trường Đại học Cần Thơ
18763,TS_7892,4,CTU254,23/05/2025,2025,LI_VS,Vật lí - VSAT,50,150,TCT,Trường Đại học Cần Thơ
18764,TS_7892,3,CTU253,26/04/2025,2025,N1_VS,Tiếng Anh - VSAT,"42,5",150,TCT,Trường Đại học Cần Thơ
18789,TS_7902,2,CTU252,12/04/2025,2025,VA_VS,Ngữ văn - VSAT,"98,5",150,TCT,Trường Đại học Cần Thơ
18790,TS_7902,2,CTU252,12/04/2025,2025,SU_VS,Lịch sử - VSAT,"57,5",150,TCT,Trường Đại học Cần Thơ
18791,TS_7902,2,CTU252,12/04/2025,2025,DI_VS,Địa lí - VSAT,"68,5",150,TCT,Trường Đại học Cần Thơ
18809,TS_7914,4,CTU254,23/05/2025,2025,TO_VS,Toán - VSAT,72,150,TCT,Trường Đại học Cần Thơ
18810,TS_7914,5,CTU255,06/06/2025,2025,VA_VS,Ngữ văn - VSAT,111,150,TCT,Trường Đại học Cần Thơ
18811,TS_7914,5,CTU255,06/06/2025,2025,N1_VS,Tiếng Anh - VSAT,"77,5",150,TCT,Trường Đại học Cần Thơ
18812,TS_7914,6,CTU256,17/07/2025,2025,N1_VS,Tiếng Anh - VSAT,"84,5",150,TCT,Trường Đại học Cần Thơ
18813,TS_7914,6,CTU256,17/07/2025,2025,VA_VS,Ngữ văn - VSAT,113,150,TCT,Trường Đại học Cần Thơ
18814,TS_7914,6,CTU256,17/07/2025,2025,TO_VS,Toán - VSAT,84,150,TCT,Trường Đại học Cần Thơ
18815,TS_7914,5,CTU255,06/06/2025,2025,TO_VS,Toán - VSAT,79,150,TCT,Trường Đại học Cần Thơ
18816,TS_7914,4,CTU254,23/05/2025,2025,VA_VS,Ngữ văn - VSAT,"99,5",150,TCT,Trường Đại học Cần Thơ
18817,TS_7914,4,CTU254,23/05/2025,2025,N1_VS,Tiếng Anh - VSAT,41,150,TCT,Trường Đại học Cần Thơ
18820,TS_7916,4,257,30/06/2025,2025,N1_VS,Tiếng Anh - VSAT,"103,5",150,DMS,Trường Đại học Tài chính - Marketing
18821,TS_7916,4,257,30/06/2025,2025,LI_VS,Vật lí - VSAT,"95,5",150,DMS,Trường Đại học Tài chính - Marketing
18822,TS_7916,4,256,29/06/2025,2025,TO_VS,Toán - VSAT,"106,5",150,DMS,Trường Đại học Tài chính - Marketing
18824,TS_7918,4,CTU254,23/05/2025,2025,TO_VS,Toán - VSAT,"112,5",150,TCT,Trường Đại học Cần Thơ
18825,TS_7918,3,CTU253,26/04/2025,2025,HO_VS,Hóa học - VSAT,"71,5",150,TCT,Trường Đại học Cần Thơ
18826,TS_7918,3,CTU253,26/04/2025,2025,TO_VS,Toán - VSAT,110,150,TCT,Trường Đại học Cần Thơ
18827,TS_7918,3,CTU253,26/04/2025,2025,LI_VS,Vật lí - VSAT,89,150,TCT,Trường Đại học Cần Thơ
18829,TS_7918,5,CTU255,06/06/2025,2025,HO_VS,Hóa học - VSAT,"62,5",150,TCT,Trường Đại học Cần Thơ
18830,TS_7918,5,CTU255,06/06/2025,2025,LI_VS,Vật lí - VSAT,"95,5",150,TCT,Trường Đại học Cần Thơ
18831,TS_7918,5,CTU255,06/06/2025,2025,TO_VS,Toán - VSAT,114,150,TCT,Trường Đại học Cần Thơ
18832,TS_7918,4,CTU254,23/05/2025,2025,HO_VS,Hóa học - VSAT,"81,5",150,TCT,Trường Đại học Cần Thơ
18833,TS_7918,4,CTU254,23/05/2025,2025,LI_VS,Vật lí - VSAT,101,150,TCT,Trường Đại học Cần Thơ
18853,TS_7929,4,CTU254,23/05/2025,2025,TO_VS,Toán - VSAT,"94,5",150,TCT,Trường Đại học Cần Thơ
18854,TS_7929,5,CTU255,06/06/2025,2025,HO_VS,Hóa học - VSAT,"84,5",150,TCT,Trường Đại học Cần Thơ
18855,TS_7929,5,CTU255,06/06/2025,2025,LI_VS,Vật lí - VSAT,"93,5",150,TCT,Trường Đại học Cần Thơ
18856,TS_7929,5,CTU255,06/06/2025,2025,TO_VS,Toán - VSAT,"89,5",150,TCT,Trường Đại học Cần Thơ
18857,TS_7929,4,CTU254,23/05/2025,2025,HO_VS,Hóa học - VSAT,"76,5",150,TCT,Trường Đại học Cần Thơ
18858,TS_7929,4,CTU254,23/05/2025,2025,LI_VS,Vật lí - VSAT,105,150,TCT,Trường Đại học Cần Thơ
18865,TS_7933,1,CTU251,22/03/2025,2025,N1_VS,Tiếng Anh - VSAT,"96,5",150,TCT,Trường Đại học Cần Thơ
18866,TS_7933,1,CTU251,22/03/2025,2025,LI_VS,Vật lí - VSAT,"68,5",150,TCT,Trường Đại học Cần Thơ
18868,TS_7934,4,CTU254,23/05/2025,2025,TO_VS,Toán - VSAT,"118,5",150,TCT,Trường Đại học Cần Thơ
18870,TS_7934,6,CTU256,17/07/2025,2025,LI_VS,Vật lí - VSAT,107,150,TCT,Trường Đại học Cần Thơ
18871,TS_7934,6,CTU256,17/07/2025,2025,TO_VS,Toán - VSAT,"116,5",150,TCT,Trường Đại học Cần Thơ
18872,TS_7934,6,CTU256,17/07/2025,2025,HO_VS,Hóa học - VSAT,"93,5",150,TCT,Trường Đại học Cần Thơ
18873,TS_7934,4,CTU254,23/05/2025,2025,HO_VS,Hóa học - VSAT,"100,5",150,TCT,Trường Đại học Cần Thơ
18874,TS_7934,4,CTU254,23/05/2025,2025,LI_VS,Vật lí - VSAT,122,150,TCT,Trường Đại học Cần Thơ
18907,TS_7953,1,251,06/04/2025,2025,VA_VS,Ngữ văn - VSAT,"129,5",150,SGD,Trường Đại học Sài Gòn
18908,TS_7953,1,251,06/04/2025,2025,DI_VS,Địa lí - VSAT,93,150,SGD,Trường Đại học Sài Gòn
18909,TS_7953,1,251,06/04/2025,2025,SU_VS,Lịch sử - VSAT,"114,5",150,SGD,Trường Đại học Sài Gòn
18911,TS_7953,4,254,11/05/2025,2025,VA_VS,Ngữ văn - VSAT,118,150,SGD,Trường Đại học Sài Gòn
18912,TS_7953,4,254,11/05/2025,2025,DI_VS,Địa lí - VSAT,105,150,SGD,Trường Đại học Sài Gòn
18913,TS_7953,4,254,11/05/2025,2025,SU_VS,Lịch sử - VSAT,"127,5",150,SGD,Trường Đại học Sài Gòn
18933,TS_7967,3,255,24/05/2025,2025,SU_VS,Lịch sử - VSAT,113,150,DMS,Trường Đại học Tài chính - Marketing
18934,TS_7967,3,255,24/05/2025,2025,DI_VS,Địa lí - VSAT,"96,5",150,DMS,Trường Đại học Tài chính - Marketing
18935,TS_7967,3,255,24/05/2025,2025,VA_VS,Ngữ văn - VSAT,129,150,DMS,Trường Đại học Tài chính - Marketing
18948,TS_7975,3,CTU253,26/04/2025,2025,N1_VS,Tiếng Anh - VSAT,28,150,TCT,Trường Đại học Cần Thơ
18949,TS_7975,3,CTU253,26/04/2025,2025,TO_VS,Toán - VSAT,"59,5",150,TCT,Trường Đại học Cần Thơ
18950,TS_7975,3,CTU253,26/04/2025,2025,VA_VS,Ngữ văn - VSAT,73,150,TCT,Trường Đại học Cần Thơ
18968,TS_7987,5,CTU255,06/06/2025,2025,VA_VS,Ngữ văn - VSAT,117,150,TCT,Trường Đại học Cần Thơ
18969,TS_7987,6,CTU256,17/07/2025,2025,VA_VS,Ngữ văn - VSAT,"108,5",150,TCT,Trường Đại học Cần Thơ
18970,TS_7987,5,CTU255,06/06/2025,2025,DI_VS,Địa lí - VSAT,"108,5",150,TCT,Trường Đại học Cần Thơ
18971,TS_7987,5,CTU255,06/06/2025,2025,SU_VS,Lịch sử - VSAT,125,150,TCT,Trường Đại học Cần Thơ
18972,TS_7987,6,CTU256,17/07/2025,2025,SU_VS,Lịch sử - VSAT,"112,5",150,TCT,Trường Đại học Cần Thơ
18973,TS_7987,6,CTU256,17/07/2025,2025,DI_VS,Địa lí _ VSAT,"86,5",150,TCT,Trường Đại học Cần Thơ
18974,TS_7987,4,CTU254,23/05/2025,2025,VA_VS,Ngữ văn - VSAT,120,150,TCT,Trường Đại học Cần Thơ
18975,TS_7987,4,CTU254,23/05/2025,2025,SU_VS,Lịch sử - VSAT,"123,5",150,TCT,Trường Đại học Cần Thơ
18976,TS_7987,4,CTU254,23/05/2025,2025,DI_VS,Địa lí - VSAT,"106,5",150,TCT,Trường Đại học Cần Thơ
19016,TS_8005,5,HUBSA255,29/06/2025,2025,M1,Toán,"101,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
19017,TS_8005,5,HUBSA255,29/06/2025,2025,M8,Tiếng Anh,"114,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
19018,TS_8005,5,HUBSA255,29/06/2025,2025,M2,Vật lý,98,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
19019,TS_8006,5,HUBSA255,29/06/2025,2025,M8,Tiếng Anh,54,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
19020,TS_8006,5,HUBSA255,29/06/2025,2025,M2,Vật lý,107,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
19021,TS_8006,5,HUBSA255,29/06/2025,2025,M1,Toán,"79,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
19044,TS_8018,3,253,10/05/2025,2025,TO_VS,Toán - VSAT,104,150,SGD,Trường Đại học Sài Gòn
19048,TS_8021,4,254,11/05/2025,2025,TO_VS,Toán - VSAT,"99,5",150,SGD,Trường Đại học Sài Gòn
19049,TS_8021,4,254,11/05/2025,2025,LI_VS,Vật lí - VSAT,"62,5",150,SGD,Trường Đại học Sài Gòn
19051,TS_8021,5,HUBSA255,29/06/2025,2025,M1,Toán,121,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
19052,TS_8021,5,HUBSA255,29/06/2025,2025,M3,Hoá,82,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
19053,TS_8021,5,HUBSA255,29/06/2025,2025,M2,Vật lý,79,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
19056,TS_8022,4,257,30/06/2025,2025,DI_VS,Địa lí - VSAT,83,150,DMS,Trường Đại học Tài chính - Marketing
19057,TS_8022,4,257,30/06/2025,2025,TO_VS,Toán - VSAT,"76,5",150,DMS,Trường Đại học Tài chính - Marketing
19058,TS_8022,4,257,30/06/2025,2025,VA_VS,Ngữ văn - VSAT,103,150,DMS,Trường Đại học Tài chính - Marketing
19059,TS_8022,4,257,30/06/2025,2025,N1_VS,Tiếng Anh - VSAT,95,150,DMS,Trường Đại học Tài chính - Marketing
19060,TS_8022,1,251,12/04/2025,2025,N1_VS,Tiếng Anh - VSAT,"87,5",150,DMS,Trường Đại học Tài chính - Marketing
19061,TS_8022,1,251,12/04/2025,2025,TO_VS,Toán - VSAT,79,150,DMS,Trường Đại học Tài chính - Marketing
19062,TS_8022,1,251,12/04/2025,2025,VA_VS,Ngữ văn - VSAT,98,150,DMS,Trường Đại học Tài chính - Marketing
19063,TS_8022,2,253,11/05/2025,2025,VA_VS,Ngữ văn - VSAT,104,150,DMS,Trường Đại học Tài chính - Marketing
19064,TS_8022,2,253,11/05/2025,2025,TO_VS,Toán - VSAT,"102,5",150,DMS,Trường Đại học Tài chính - Marketing
